k1	pc	pwkvn_gloss	indep_hits	mw_body_mention
kuqyasTa	7-332-d	{#kuqyasTa#}¦ <lex>Adj.</lex> {%hinter einer Wand befindlich%} <ls>ANIRUDDHA</ls> zu <ls>SĀṂKHYAS. 1,108</ls>.	sch	
kurAra	2-298-c	{#kurAra#}¦ <lex>m.</lex> = {#kulAla#} {%Töpfer%} <ls>KĀṬH. 17,13</ls>.	sch	
kuraNgadfS	7-333-b	{#kuraNgadfS#}¦ <lex>f.</lex> {%eine Gazellenäugige%} <ls>RUDRAṬA, ŚṚṄGĀRAT. 1,34</ls>.	sch	
kurahasya	5-252-b	{#kurahasya#}¦ <lex>n.</lex> {%ein niederträchtiges Geheimniss%} <ls>KATHĀS. 32,140</ls>.	sch	
kurukApurImAhAtmya	2-298-c	{#kurukApurImAhAtmya#} <lex>n.</lex> und {#kulatattvanirUpaRa#} <lex>n.</lex>¦ Titel zweier Werke <ls>OPP. Cat. 1</ls>.	sch	
kusumabARavilAsa	2-298-c	{#kusumabARavilAsa#}¦ <lex>m.</lex> Titel eines Werkes <ls>OPP. Cat. 1</ls>.	sch	
kusumamAsa	7-333-c	{#kusumamAsa#}¦ <lex>m.</lex> {%Blüthen-, Frühlingsmonat%} <ls>JĀTAKAM. 31</ls>.	sch	
kutIrTika	2-298-b	{#kutIrTika#}¦ <lex>m.</lex> {%ein schlechter Lehrer%} <ls>HEM. PAR. 13,88</ls>.	sch	
kutUhalavftti	2-298-b	{#kutUhalavftti#}¦ <lex>f.</lex> Titel eines Werkes <ls>OPP. Cat. 1</ls>.	sch	
kutUhalitA	3-259-c	{#˚kutUhalitA#}¦ <lex>f.</lex> {%Neugier, Verlangen nach%} <ls>CAṆḌAK. 74,3</ls>.	sch	
kutarkaKaRqana	2-298-b	{#kutarkaKaRqana#}¦ <lex>n.</lex> Titel eines Werkes <ls>OPP. Cat. 1</ls>.	sch	
kuvalayAmodinI	2-298-c	{#kuvalayAmodinI#}¦ <lex>f.</lex> Titel eines Werkes <ls>OPP. Cat. 1</ls>.	sch	
kuwIrI	5-252-b	{#kuwIrI#}¦ <lex>Adv.</lex> mit {#kar#} {%zur Hütte —, zur Wohnung erwählen%} <ls>VĀSAV. 264,2</ls>.	sch	
kuwakaRWa	5-252-b	{#*kuwakaRWa#}¦ <lex>m.</lex> {%ein <ab>best.</ab> Gefäss%} <ls>DEŚĪN. 2,20</ls>.	sch	
kuwimaha	7-332-d	{#*kuwimaha#}¦ <lex>m.</lex> = {#kuwImaha#} <ls>MAHĀVY. 229</ls>.	sch	
kuwumbaparigraha	3-259-c	{#kuwumbaparigraha#}¦ <lex>m.</lex> {%Hausgesinde, Familie%} <ls>PAÑCAT. 165,19</ls>.	sch	
kzAradagDa	2-299-b	{#kzAradagDa#}¦ <lex>n.</lex> {%<bot>Cauterium potentiale</bot>, Anwendung von Aetzmitteln%} (in der Chirurgie).	sch	
kzaRikapakza	7-335-c	{#kzaRikapakza#}¦ <lex>m.</lex> = {#kzaRikavAda#} <ls>ANIRUDDHA</ls> zu <ls>SĀṂKHYAS. 1,46</ls>.	sch	
kzaRikarAhusidDAnta	2-299-b	{#kzaRikarAhusidDAnta#} <lex>m.</lex> und {#kzatriyajapaviDAna#} <lex>n.</lex>¦ Titel zweier Werke <ls>OPP. Cat. 1</ls>.	sch	
kzamApana	4-298-b	{#kzamApana#}¦ <lex>n.</lex> {%das um Verzeihung Bitten%} <ls>BHĀM. V. 2,63</ls>.	sch	
kzapakaSreRi	4-298-b	{#kzapakaSreRi#}¦ <lex>f.</lex> {%das schrittweise Zerstören der sündhaften Zustände, von denen jeder die Ursache des folgenden ist,%} <ls>ŚĪLĀṄKA 1,191. fg.</ls>	sch	
kzatimant	6-300-c	{#kzatimant#}¦ <lex>Adj.</lex> {%verwundet%} <ls>ŚIŚ. 19,78</ls>.	sch	
kzatriyajapaviDAna	7-335-d	{#kzatriyajapaviDAna#}¦ 2.	sch	
kzemaRIya	7-336-a	{#kzemaRIya#}¦ (!) <lex>Adj.</lex> <ab>Compar.</ab> {#˚tara#} {%behaglicher, von besserer Gesundheit%} <ls>DIVYĀVAD. 110,2</ls>.	sch	
kzetrAnukramaRI	2-299-b	{#kzetrAnukramaRI#}¦ <lex>f.</lex> Titel eines Werkes <ls>OPP. Cat. 1</ls>.	sch	
kzetranirmARaviDi	2-299-b	{#kzetranirmARaviDi#}¦ <lex>m.</lex> Titel eines Werkes <ls>OPP. Cat. 1</ls>.	sch	
kzitikzamAvant	7-335-d	{#kzitikzamAvant#}¦ <lex>Adj.</lex> {%geduldig wie die Erde%} <ls>R. ed. Bomb. 4,24,25</ls>. <ls n="R. ed. Bomb. 4,24,">31</ls>.	sch	
kzmApavitra	6-300-c	{#kzmApavitra#}¦ <lex>m.</lex> oder <lex>n.</lex> <ab>v. l.</ab> für {#kzApavitra#}.	sch	
kzudraDamanI	3-260-c	{#kzudraDamanI#}¦ <lex>f.</lex> {%eine kleinere Ader%} oder {%Gefäss des Körpers%} <ls>VIṢṆUS. 96,84</ls>.	sch	
kzutsaMbADa	6-300-c	{#kzu/tsaMbADa#}¦ <lex>Adj.</lex> {%von Hungersnoth heimgesucht%} <ls>TS. 7,4,11,2</ls>.	sch	
kzuttas	7-336-a	{#kzuttas#}¦ <lex>Adv.</lex> {%vor —, durch Hunger%} <ls>MBH. 12,141,71</ls>.	sch	
lapanA	7-371-d	{#*lapanA#}¦ <lex>f.</lex> etwa {%Geklatsch%} <ls>MAHĀVY. 127,59</ls>.	sch	
laspUjani	7-371-d	{#laspUjani˚#}¦ = {#˚nI#} <ls>KĀTY. ŚR. 8,4,21</ls>.	sch	
leRqikA	7-372-a	{#leRqikA#}¦ <lex>f.</lex> = {#leRqa#}. <ab>Pl.</ab> <ls>DĀRILA</ls> zu <ls>KAUŚ. 48,32</ls>.	sch	
leSaSas	7-372-a	{#leSaSas#}¦ <lex>Adv.</lex> {%in Stücke%} (schneiden) <ls>R. ed. Bomb. 3,56,25</ls>.	sch	
lohakarRa	6-306-a	{#lohakarRa#}¦ zu streichen; <ab>vgl.</ab> oben {#aDIlohAkarRI#}.	sch	
mAtaNgavedi	6-305-b	{#*mAtaNgavedi#}¦ oder {#*˚vedI#} <lex>f.</lex> = {#vAraRqaka#} 2〉b〉 <ls>H. an. 4,32</ls>. <ls>MED. k. 202</ls>.	sch	
mAyAbalavant	7-367-d	{#mAyAbalavant#}¦ <lex>Adj.</lex> {%über die Macht eines Zaubers verfügend%} <ls>R. 7,29,26</ls>.	sch	
mEtrIpAramitA	5-263-c	{#mEtrIpAramitA#}¦ <lex>f.</lex> {%die höchste Stufe des Wohlwollens%}.	sch	
maRinda	6-305-a	{#*˚maRinda#}¦ <lex>m.</lex> etwa {%Knecht%} oder {%Aufseher%}. {#go˚, aSva˚#} <ls>KĀŚ.</ls> zu <ls>P. 6,2,66</ls>.	sch	
maRqUzikA	7-366-b	{#maRqUzikA#}¦ <ab>s.</ab> oben <ab n="unter">u.</ab> {#mawUzikA#}.	sch	Y
maYjulI	7-366-b	{#maYjulI#}¦ <lex>Adv.</lex> mit {#kar#} {%reizend —, lieblich machen%} <ls>DHARMAŚARM. 9,75</ls>.	sch	
madguka	7-366-c	{#madguka#}¦ <lex>m.</lex> = {#madgu#} 1〉 <ls>R. ed. Bomb. 3,56,20</ls>.	sch	
madodaka	5-262-c	{#madodaka#}¦ <lex>n.</lex> = {#madAmbu#} <ls>ŚIŚ. 17,37</ls>.	sch	
mahASAntI	6-305-a	{#mahASAntI#}¦ <lex>f.</lex> metrisch = {#˚SAnti#} 1〉 <ls>VARĀH. BṚH. S. 46,81</ls>.	sch	
mahasvasara	5-263-b	{#mahasva/sara#}¦ <lex>n.</lex> {%die grosse Stätte%} <ls>ŚAT. BR. 4,3,5,20</ls>. <ls>ĀPAST. ŚR. 13,10,1</ls>. Nach <ls>WEBER</ls> ist {#mahasvasarasya#} in <ls>ŚAT. BR.</ls> {#mahaH/ sva/sarasya#}; <ab>vgl.</ab> <ls>KĀT	sch	
mahaviSva	6-305-a	{#mahaviSva#}¦ <lex>m.</lex> {%eine <ab>best.</ab> Personification%} <ls>ŚĀṄKH. GṚHY. 3,5</ls>. <ab>Vgl.</ab> {#viSvamaha#}.	sch	Y
mananavant	5-263-a	{#mananavant#}¦ <lex>Adj.</lex> {%mit Ehrenbezeugungen verbunden%} <ls>SĀY.</ls> zu <ls>ṚV. 1,165,2</ls>.	sch	
mandayitar	5-263-a	{#mandayitar#}¦ <ab>Nom. ag.</ab> {%Erfreuer%} <ls>SĀY.</ls> zu <ls>ṚV. 1,165,15</ls>.	sch	
manmaTavant	7-367-a	{#manmaTavant#}¦ <lex>Adj.</lex> {%verliebt%} <ls>R. ed. Bomb. 4,28,13</ls>.	sch	
mantravaSI	5-263-a	{#mantravaSI#}¦ mit {#kar#} {%durch einen Zauberspruch bemeistern%} <ls>HEM. PAR. 1,190</ls>.	sch	
martyI	5-263-a	{#martyI#}¦ <lex>Adv.</lex> mit {#BU#} {%ein Sterblicher —, ein Mensch werden%} <ls>HEM. PAR. 2,415</ls>. <ls n="HEM. PAR. 2,">419</ls>.	sch	
marutANka	5-263-a	{#marutANka#}¦ <lex>m.</lex> {%ein <ab>best.</ab> Thier%} <ls>SVAPNAC. 2,18</ls>.	sch	
maryAs	7-367-b	{#ma\ryA\s#}¦ als Partikel = {#eva#} <ls>PISCHEL, Studien 61. fgg.</ls> <ls>MAITR. S. 3,9,3 (134,2). 4,8,2 (109,4)</ls> nach der richtigen Lesart {#bahu^rmaryA#}.	sch	
mataNgasarasa	7-366-b	{#mataNgasarasa#}¦ <lex>m.</lex> <ab>N. pr.</ab> eines Sees <ls>R. ed. Bomb. 3,75,14</ls>.	sch	
matisAgara	5-262-c	{#matisAgara#}¦ <lex>m.</lex> <ab>N. pr.</ab> eines Mannes <ls>CAMPAKA 146</ls>.	sch	
meRqya	5-263-c	{#meRqya#}¦ (?) <ls>BHADRAB. 4,18</ls>.	sch	
merukadambaka	5-263-c	{#*merukadambaka#}¦ <ls>ZACH. Beitr.</ls>	sch	
mfdumaDya	7-369-a	{#mfdumaDya#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) als <ab>Bez.</ab> einer <ab>best.</ab> {#kzAnti#} <ls>DIVYĀVAD. 271,13</ls>.	sch	
mfgAruvrata	7-368-d	{#mfgAruvrata#}¦ (nicht {#mfgAra˚#}) <lex>n.</lex> {%eine <ab>best.</ab> Begehung des%} <is>Brahmacārin</is> <ls>AV. PADD.</ls> zu <ls>KAUŚ. 57</ls>.	sch	
mfqIcI	7-369-a	{#mfqIcI#}¦ <lex>f.</lex> {%ein kleines Stück%} <ls>KAUŚ. 47,46</ls>.	sch	
musuntikA	7-368-d	{#*musuntikA#}¦ <lex>f.</lex> ? <ls>MAHĀVY. 245,667</ls>.	sch	
mutsarI	6-305-b	{#mutsarI#}¦ <lex>f.</lex> {%eine <ab>best.</ab> Stellung der rechten Hand beim Abschiessen des Pfeils%} <ls>ŚĀRṄG. PADDH.</ls> <ls>DHANURVEDA 83</ls>. <ls n="DHANURVEDA">87</ls>.	sch	
muzwiGAtam	5-263-c	{#muzwiGAtam#}¦ <ab>Absol.</ab> mit {#han#} {%mit den Fäusten dreinschlagen%} <ls>ŚIŚ. 18,12</ls>.	sch	
nAmANkita	6-302-c	{#nAmANkita#}¦ <lex>Adj.</lex> = {#nAmANka#} <ls>VIKRAM. 78,10</ls>.	sch	
nAnAgneya	7-352-b	{#nA/nAgneya#}¦ <lex>n.</lex> <ls>MAITR. S. 1,7,2 (112,8)</ls>.	sch	
nAnAmantrOGasidDimant	4-301-a	{#nAnAmantrOGasidDimant#}¦ <lex>Adj.</lex> {%im Besitz von einer Menge wirksamer Zaubersprüche seiend%} <ls>KATHĀS. 70,55</ls>.	sch	
nAnAratnAkaravant	5-257-c	{#nAnAratnAkaravant#}¦ <lex>Adj.</lex> {%eine Fundgrube für mancherlei Juwelen habend%} <ls>VARĀH. BṚH. S. 48,24</ls>.	sch	
nArikelI	7-352-c	{#nArikelI#}¦ III. <ls>VIJÑ.</ls> zu <ls>YĀJÑ. 3,289. fg.</ls>	sch	
nAtimudAvant	4-300-c	{#nAtimudAvant#}¦ <lex>Adj.</lex> {%nicht sehr erfreut, — froh%} <ls>MĀRK. P. 69,12</ls>.	sch	
nAtiprasIdant	6-302-c	{#nAtiprasIdant#}¦ <lex>Adj.</lex> {%nicht ganz heiter seiend%} <ls>BHĀG. P. 1,4,27</ls>.	sch	
nEhArika	5-258-b	{#nEhArika#}¦ (?) <ls>VASIṢṬHA 19,15</ls>.	sch	
nEjAmazAha	5-258-b	{#nEjAmazAha#}¦ <lex>m.</lex> <ab>N. pr.</ab> eines Fürsten <ls>Einl. zu DALAPATIʼs NṚSIṂHAPRASĀDA (nach JOLLY)</ls>. <ab>Vgl.</ab> {#nijAma#}.	sch	
nEvaSEkzASEkza	7-354-c	{#*nEvaSEkzASEkza#}¦ <lex>m.</lex> {%weder ein%} <is>Śaikṣa</is> {%noch ein%} <is>Aśaikṣa</is>, <ab>d. i.</ab> {%ein unbekehrter Mensch%} <ls>MAHĀVY. 95,10</ls>.	sch	
nIhArAdri	7-354-b	{#nIhArAdri#}¦ <lex>m.</lex> <ab>Bein.</ab> des <is>Himālaya</is> <ls>PĀDĀRAVINDAŚ. 28</ls>.	sch	
nIhAragiri	7-354-b	{#nIhAragiri#}¦ <lex>m.</lex> = {#nIhArAdri#} <ls>DHARMAŚARM. 9,73</ls>.	sch	
nIkz	6-303-a	{#nIkz#}¦ (= {#nikz#}) mit {#pra#} {%spiessen auf%} (<ab>Loc.</ab>) <ls>ĀPAST. ŚR. 7,22,9</ls>.	sch	Y
nOcakrIvant	4-301-b	{#nOcakrIvant#}¦ <lex>m.</lex> {%ein Eigenthümer von Schiffen und Wagen%} <ls>GAUT. 10,33</ls>.	sch	
nOnetar	7-354-d	{#nOnetar#}¦ <lex>m.</lex> {%Steuermann%} <ls>SUD.</ls> zu <ls>ĀPAST. GṚHY. 6,2</ls>.	sch	
nadeSa	5-257-b	{#nadeSa#}¦ <lex>m.</lex> {%das Meer%} <ls>VĀSAV. 73,1</ls>.	sch	
naktaMBojin	4-300-c	{#naktaMBojin#}¦ <lex>Adj.</lex> = {#naktaBojin#} (so <ab>v. l.</ab>) <ls>MBH. 3,13734</ls>.	sch	
nandanaBawwAcArya	5-257-b	{#nandanaBawwAcArya#}¦ <lex>m.</lex> <ab>N. pr.</ab> eines Autors <ls>Einl. zu ŚĀŚVATA XI, <ab>N.</ab> 2</ls>.	sch	
nandimitra	5-257-b	{#nandimitra#}¦ <lex>m.</lex> <ab>N. pr.</ab> eines der 5 <is>Śrutakevalin</is> <ls>VARDHAMĀNAC. 1,43</ls>.	sch	
nanditA	6-302-c	{#nanditA#}¦ <lex>f.</lex> <ab>N. pr.</ab> einer <is>Dikkumārī</is> <ls>PĀRŚVAN. 3,73</ls>.	sch	
narajANgala	7-388-c	{#narajANgala#}¦ <lex>n.</lex> {%Menschenfleisch%} <ls><ab>ebend.</ab> 162,1</ls>.	sch	
narakavartman	7-351-d	{#*narakavartman#}¦ <lex>n.</lex> {%vulva;%} <ab>s. u.</ab> {#saMbADa#} 1〉c〉.	sch	
narmAlI	5-257-b	{#*narmAlI#}¦ <lex>f.</lex> <ls>ZACH. Beitr.</ls>	sch	
navAlAbu	3-264-c	{#*navAlAbu#}¦ <lex>f.</lex> <ab>v. l.</ab> für {#nAgAlAbu#} <ls>RĀJAN. 7,160</ls>. <ls>NIGH. PR.</ls>	sch	
navavarga	5-257-b	{#navavarga#}¦ <lex>m.</lex> {%eine Gruppe —, eine Zusammenstellung von Neunen%}.	sch	
navayoga	4-300-c	{#navayoga#}¦ <lex>Adj.</lex> {%neunfach%} <ls>MBH. 3,134,16</ls>.	sch	
nayahIna	3-264-c	{#nayahIna#}¦ <lex>Adj.</lex> {%der Klugheit ermangelnd%} <ls>KIR. 2,49</ls>.	sch	
nayanAyuDa	7-351-d	{#nayanAyuDa#}¦ ? <ls>VIKRAMĀṄKAC. 9,52</ls>.	sch	
nayanavant	7-388-c	{#nayanavant#}¦ <lex>Adj.</lex> {%Augen habend%} <ls>MĀLATĪM. (ed. Bomb.) 97,1</ls>.	sch	
niBftI	4-301-a	{#niBftI#}¦ <lex>Adv.</lex> mit {#kar#} {%still halten, nicht bewegen%} (die Augen) <ls>Z. d. d. m. G. 36,531</ls>.	sch	
niHsaraDArA	7-354-a	{#*niHsaraDArA#}¦ <lex>f.</lex> = {#udakaDArA#} <ls>MAHĀVY. 195,25</ls>.	sch	
niSAdAru	6-302-c	{#niSAdAru#}¦ <ls>ŚĀRṄG. PADDH. 85,52</ls>.	sch	
niSvAsAy	7-388-c	{#niSvAsAy#}¦ {%zum Athem werden%} <ls>DAMAYANTĪK. 80</ls>.	sch	
nicCuraRa	6-302-c	{#nicCuraRa#}¦ <lex>n.</lex> <ls>KĀD. (1793)</ls> fehlerhaft für {#vicCuraRa#}.	sch	
nihrAdavant	7-354-a	{#nihrAdavant#}¦ <lex>Adj.</lex> {%lärmend%} <ls>KIR. 14,27</ls>.	sch	
nijAma	5-257-c	{#nijAma#}¦ <lex>m.</lex> {%Nizām%} <ls>Z. d. d. m. G. 37,546</ls>. <ab>Vgl.</ab> {#nEjAmazAha#}.	sch	
nilopam	5-258-a	{#*nilopam#}¦ <ab>Absol.</ab> {%raubend%} <ls>VYUTP. 127</ls>. {#*nilopahAraka#} <lex>Adj.</lex> <ls><ab>ebend.</ab></ls>	sch	
nipAnI	7-352-d	{#nipAnI#}¦ <lex>Adv.</lex> mit {#kar#} {%zum Zufluchtsort machen%} <ls>JĀTAKAM. 24,4</ls>. Vielleicht {#niyAnI#} zu lesen.	sch	
nirBasmita	5-258-a	{#nirBasmita#}¦ <lex>Adj.</lex> {%zu Asche verbrannt, zu Nichte gemacht%} <ls>ŚIŚ. 12,69</ls> nach der richtigen Lesart ({#nirBartsita#} die ältere <ab>Ausg.</ab>).	sch	
nirDavana	6-302-c	{#nirDavana#}¦ <lex>n.</lex> {%das Vertreiben, Verjagen aus%} (<ab>Abl.</ab>) <ls>BAUDH. 1,18,18</ls> nach der richtigen Lesart.	sch	
nirUzmaka	7-353-a	{#nirUzmaka#}¦ <lex>Adj.</lex> {%ohne Wärme, nicht mehr warm%} <ls>JĀTAKAM. 8,23</ls>.	sch	
nirgrahasTAna	7-353-a	{#*nirgrahasTAna#}¦ <lex>n.</lex> <ls>MAHĀVY. 200,18</ls> fehlerhaft für {#nigraha˚#}.	sch	
nirnIrita	7-388-c	{#nirnIrita#}¦ <lex>Adj.</lex> {%abgetrocknet%} <ls>DAMAYANTĪK. 97</ls>.	sch	
nirodDar	4-301-a	{#nirodDar#}¦ <ab>Nom. ag.</ab> {%Hinderer%} <ls>Einl. zu ĀPAST. ŚR. 10,1,1</ls>.	sch	
nirudDapakaSa	3-265-a	{#nirudDapakaSa#}¦ Z. 2, lies {#˚dDaprakaSa#}.	sch	
nirvaska	7-353-b	{#nirvaska/#}¦ <ab>s.</ab> {#nirvraska/#}.	sch	
nisamIkzA	6-303-a	{#nisamIkzA#}¦ scheinbar <ls>MBH. 12,262,23</ls>, da mit der <ls n="MBH.">ed. Vardh. 12,261,24</ls> {#na samIkzayA#} zu lesen ist.	sch	
nistArayitar	7-354-a	{#nistArayitar#}¦ <ab>Nom. ag.</ab> {%glücklich hinüberbringend, errettend%} <ls>JĀTAKAM. 30,22</ls>.	sch	
nivAsAcArya	5-258-a	{#nivAsAcArya#}¦ zu streichen, da der richtige Name {#SrI˚#} ist.	sch	
nivfttasaMtApIya	5-258-a	{#nivfttasaMtApIya#}¦ <lex>n.</lex> {%ein <ab>best.</ab> zu der Gattung der%} <is>Rasāyana</is> {%gezähltes Heilmittel%} <ls>SUŚR. 2,169,14</ls>; <ls n="SUŚR.">1,10,2</ls>.	sch	
nizWIvitA	7-388-c	{#nizWIvitA#}¦ <lex>f.</lex> {%das Ausspucken%} <ls>HARAVIJAYA 10,13</ls>.	sch	
nizade	6-303-a	{#niza/de#}¦ <ab>Dat.</ab> <ab>Infin.</ab> zu <hom>1.</hom> {#sad#} mit {#ni#} <ls>ṚV. 1,104,1</ls>.	sch	
nizeDayitar	7-353-d	{#nizeDayitar#}¦ <ab>Nom. ag.</ab> {%Abwehrer, Verhinderer%}. <lex>f.</lex> {#˚trI#} <ls>DHARMAŚ. 7,66</ls>.	sch	
nizekavicara	3-265-b	{#nizekavicara#} <lex>m.</lex> und {#nizekasvarA#} <lex>f.</lex>¦ Titel von Werken.	sch	
nizkuwaka	5-258-a	{#nizkuwaka#}¦ = {#nizkuwa#} 1〉 <ls>MBH. 1,218,16</ls>.	sch	
nizpIqanA	5-258-a	{#nizpIqanA#}¦ <lex>f.</lex> {%das Andrücken, Zusammenpressen%}. {#danta˚#} <ls><ab>Comm.</ab> zu ŚIŚ. 10,75</ls>.	sch	
nizpatayAlu	5-258-a	{#nizpatayAlu#}¦ <lex>Adj.</lex> {%hervorstürzend%} <ls>SADUKTIK. 2,164</ls>. <ls n="SADUKTIK. 2,">179</ls>.	sch	
nizpraBita	5-258-a	{#nizpraBita#}¦ <lex>Adj.</lex> {%des Glanzes beraubt%} <ls>SADUKTIK. 2,35</ls>.	sch	
nizpramanda	7-354-a	{#nizpramanda#}¦ (?) <ls>KAUŚ. 36,15</ls>.	sch	
nizputrI	4-301-a	{#nizputrI#}¦ <lex>Adv.</lex> mit {#kar#} {%der Söhne berauben%} <ls>BHĀM. V. 2,130</ls>.	sch	
nopalakzita	5-258-b	{#nopalakzita#}¦ <lex>Adj.</lex> {%nicht wahrnehmbar%} <ls>BHĀG. P. 5,18,30</ls>.	sch	
nyAyaprasUnAYjali	4-301-b	{#nyAyaprasUnAYjali#}¦ <lex>m.</lex> Titel eines Werkes, = {#nyAyakusumAYjali#} <ls>Verz. d. Oxf. H. No. 599. S. 264, Sp, 3, Z. 12</ls>, lies {#DarmapASa#}.	sch	
oGI	5-251-a	{#oGI#}¦ <lex>Adv.</lex> mit {#BU#} {%zu einer Masse anschwellen%} <ls>ŚIŚ. 18,69</ls> nach der richtigen Lesart.	sch	
oGopakaraRa	5-251-a	{#*oGopakaraRa#}¦ <lex>n.</lex> als Erklärung von {#pavitra#} {%Besen%} <ls>ZACH. Beitr.</ls>	sch	
oMkAracaturTa	7-328-b	{#oMkAracaturTa#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%die Silbe%} {#om#} {%als Viertes habend%} <ls>ĀPAST. GṚHY. 8,10</ls>. <ls n="ĀPAST. GṚHY.">15,4</ls>.	sch	
oMkAravAda	2-296-c	{#oMkAravAda#} <lex>m.</lex>, {#Ottarapattra#} <lex>n.</lex> und {#OdgAtraprayoga#} <lex>m.</lex>¦ Titel von Werken <ls>OPP. Cat. 1</ls>.	sch	
ojApratyAhAriRI	7-328-b	{#*ojApratyAhAriRI#}¦ <lex>f.</lex> <ab>N. pr.</ab> einer <is>Tantra</is>-Gottheit <ls>MAHĀVY. 197</ls>. Richtig wohl {#ojapra˚#} oder {#ojaHpra˚#}.	sch	
ojaskAra	7-328-b	{#ojaskAra#}¦ <lex>Adj.</lex> {%Kruft%} <ab>u. s. w.</ab> {%bewirkend%} <ls>MAITR. S. 4,7,3 (96,11)</ls>.	sch	
ozWarucira	5-251-b	{#ozWarucira#}¦ <ab>dass.</ab> <ls>VIṢṆUS. 1,8</ls> in derselben Verbindung wie im <ls>HARIV.</ls>	sch	
ozaDIvallaBa	5-251-b	{#ozaDIvallaBa#}¦ <lex>m.</lex> {%der Mond%} <ls>ALAṂKĀRAR. 16,b.</ls>	sch	
ozaDivanaspativant	6-299-b	{#ozaDivanaspativant#}¦ <lex>Adj.</lex> {%mit Kräutern und Bäumen versehen%} <ls>ĀŚV. GṚHY. 2,7,3</ls>.	sch	
pAMsuKelana	6-303-b	{#pAMsuKelana#}¦ <lex>n.</lex> = {#pAMsukrIqA#} <ls>VIDDHAŚ. 45,5</ls>.	sch	
pAMsusaMcAra	5-259-c	{#*pAMsusaMcAra#}¦ <lex>m.</lex> <ls>ZACH. Beitr. 66. 92</ls>.	sch	
pARigfhItA	5-259-c	{#pARigfhItA#}¦ <lex>Adj.</lex> <lex>f.</lex> {%geehlicht%} <ls>HEM. PAR. 2,119</ls>.	sch	
pARigrAhavant	5-259-c	{#pARigrAhavant#}¦ <lex>m.</lex> {%Bräutigam%} <ls>SĀY.</ls> zu <ls>TAITT. ĀR. 6,1,3,14</ls>.	sch	
pAjipakzin	5-259-c	{#*pAjipakzin#}¦ <lex>m.</lex> wohl = {#pAjika#} <ls>ZACH. Beitr. 85</ls>.	sch	
pAlIza	4-302-a	{#*pAlIza#}¦ <ab>s.</ab> {#pAlISa#}.	sch	
pArAvArajalAy	7-358-a	{#pArAvArajalAy#}¦ {%zu Meerwasser werden%} <ls>DHARMAŚARM. 2,79</ls>.	sch	
pArizad	7-358-a	{#pArizad#}, {#pArizadAm#}¦ <ab>st.</ab> {#pArizadAnAm#} <ls>R. ed. Bomb. 3,25,12</ls>.	sch	
pArzRiyantar	7-358-a	{#pArzRiyantar#}¦ <lex>m.</lex> {%der Lenker eines Seitenpferdes%} <ls>MBH. 7,196,12</ls>.	sch	
pAtI	7-357-d	{#*pAtI#}¦ (<ab>eig.</ab> <lang>Pāli</lang>) <lex>f.</lex> = {#pAtrI#} <ls>MAHĀVY. 197,115</ls>.	sch	
pAtrAvalehakam	7-357-d	{#*pAtrAvalehakam#}¦ <lex>Adv.</lex> {%die Schale ableckend%} <ls>MAHĀVY. 263,65</ls>.	sch	
pOroqASIya	7-359-d	{#pOroqASIya#}¦ <lex>Adj.</lex> von {#pOroqASa#} <ls>HAR.</ls> zu <ls>ĀPAST. GṚHY. 7,8</ls>.	sch	
pUrRAmftAMSu	7-359-b	{#pUrRAmftAMSu#}¦ <lex>m.</lex> {%Vollmond%} 〔116,17〕.	sch	
pUraRadvitIyA	7-359-b	{#*pUraRadvitIyA#}¦ <ab>s.</ab> {#purARa˚#}.	sch	
pUrowi	5-260-b	{#*pUrowi#}¦ = {#purowi#} <ls>ZACH. Beitr.</ls>	sch	
pUtkfta	7-359-b	{#pUtkfta#}¦ <lex>n.</lex> {%Klagelaute%} <ls>DHARMAŚARM. 11,33</ls>. <ls n="DHARMAŚARM. 11,">44</ls>.	sch	
paNkapezam	5-258-c	{#paNkapezam#}¦ <ab>s.</ab> oben {#asfkapaNka˚#}.	sch	
paNkay	7-355-a	{#paNkay#}¦ IV. {%trüben%} <ls>KIR. 11,19</ls>.	sch	
paTikAy	7-355-d	{#paTikAy#}¦ {%den Wanderer —, den Reisenden spielen%}. {#˚yita#} <lex>n.</lex> <ab>impers.</ab> <ls>SUBHĀṢITĀV. 1215</ls>.	sch	
paYcacUqaka	5-258-c	{#paYcacUqaka#}¦ <lex>Adj.</lex> = {#paYcacUqa#} 1〉b〉 <ls>M. MÜLLER, Ren. 299, <ab>N.</ab> 2</ls>.	sch	
paYcagfhItin	4-301-b	{#paYcagfhItin#}¦ <lex>Adj.</lex> {%der fünfmal geschöpft hat%} <ls><ab>Comm.</ab> zu LĀṬY. 3,2,6</ls>.	sch	
padyAmftataraMgiRIsopAna	5-259-a	{#padyAmftataraMgiRIsopAna#}¦ <lex>n.</lex> Titel eines Commentars <ls>Z. d. d. m. G. 37,544. fgg.</ls>	sch	
paktrimatA	5-258-c	{#paktrimatA#}¦ <lex>f.</lex> {%Reife%} (in übertragener <ab>Bed.</ab>) <ls>ALAṂKĀRAS. 13,b.</ls>	sch	
pakzaMbfhat	7-355-a	{#pakzaM/bfhat#}¦ (!) <ls>MAITR. S. 3,2,4 (21,2)</ls>.	sch	
